ORIGIN,TERMINAL,DISTENCE,PRICE
抚远,巴彦淖尔,2266,1004
抚远,包头,2096,994
抚远,北海,3699,1068
抚远,北京,1680,965
抚远,博鳌,3845,1073
抚远,长春,825,872
抚远,长沙,2858,1034
抚远,长治,2168,998
抚远,常州,2164,998
抚远,朝阳,1670,964
抚远,成都,3197,1049
抚远,赤峰,1355,937
抚远,达州,2928,1037
抚远,大理,3860,1073
抚远,大连,1427,944
抚远,大庆,714,854
抚远,大同,755,861
抚远,丹东,1175,918
抚远,稻城,3606,1064
抚远,敦煌,3269,1051
抚远,鄂尔多斯,2134,996
抚远,十堰,2600,1022
抚远,石河子,3679,1067
抚远,福州,2761,1030
抚远,阜阳,2276,1004
抚远,赣州,2980,1039
抚远,广元,2941,1038
抚远,广州,3325,1054
抚远,贵阳,3366,1055
抚远,桂林,3281,1052
抚远,哈尔滨,627,837
抚远,哈密,3218,1049
抚远,海口,3775,1070
抚远,海拉尔,1057,905
抚远,杭州,2301,1006
抚远,合肥,2290,1005
抚远,呼和浩特,1955,985
抚远,惠州,3272,1052
抚远,淮安,2031,990
抚远,和田,4513,1093
抚远,黄山,2399,1011
抚远,揭阳,3139,1046
抚远,晋江,2926,1037
抚远,井冈山,2945,1038
抚远,景德镇,2536,1018
抚远,佳木斯,326,752
抚远,九寨沟,3004,1041
抚远,建三江,141,643
抚远,库尔勒,3829,1072
抚远,克拉玛依,3721,1068
抚远,昆明,3753,1069
抚远,喀什,4661,1098
抚远,兰州,2817,1032
抚远,丽江,3761,1070
抚远,林芝,3912,1075
抚远,柳州,3415,1057
抚远,六盘水,3485,1060
抚远,泸州,3252,1051
抚远,临汾,2280,1005
抚远,拉萨,4184,1084
抚远,满洲里,1234,925
抚远,茅台,2053,991
抚远,牡丹江,517,812
抚远,绵阳,3089,1044
抚远,南昌,2659,1025
抚远,南京,2195,1000
抚远,南宁,3619,1065
抚远,南通,2099,994
抚远,宁波,2281,1005
抚远,攀枝花,3686,1067
抚远,齐齐哈尔,774,864
抚远,青岛,1740,970
抚远,三亚,3988,1077
抚远,石家庄,1938,984
抚远,松原,786,866
抚远,上海,2148,997
抚远,深圳,3346,1055
抚远,沈阳,1091,909
抚远,台州,2409,1012
抚远,太原,2082,993
抚远,天津,1682,965
抚远,通化,951,891
抚远,通辽,1046,903
抚远,吐鲁番,3518,1061
抚远,万州,2911,1036
抚远,威海,1522,952
抚远,温州,2507,1017
抚远,乌鲁木齐,3589,1064
抚远,无锡,2169,998
抚远,乌海,2370,1010
抚远,武汉,2568,1020
抚远,乌兰浩特,946,890
抚远,乌兰察布,1839,977
抚远,西安,899,884
抚远,西昌,3554,1062
抚远,西宁,2926,1037
抚远,锡林浩特,1462,947
抚远,厦门,2969,1039
抚远,徐州,2078,993
抚远,烟台,1564,956
抚远,延吉,658,843
抚远,盐城,2003,988
抚远,扬州,2130,996
抚远,伊宁,4038,1079
抚远,宜宾,3315,1053
抚远,宜昌,2730,1028
抚远,义乌,2402,1011
抚远,银川,2487,1016
抚远,榆林,2249,1003
抚远,运城,2396,1011
抚远,湛江,3654,1066
抚远,张家界,2919,1037
抚远,郑州,2248,1003
抚远,重庆,3128,1046
抚远,珠海,3397,1056
抚远,遵义,3259,1051
阜阳,阿坝,1279,929
阜阳,阿克苏,3180,1048
阜阳,巴彦淖尔,1149,916
阜阳,包头,1011,899
阜阳,北海,1432,944
阜阳,北京,783,866
阜阳,博鳌,1613,960
阜阳,长春,1474,948
阜阳,长沙,587,828
阜阳,长治,442,791
阜阳,常州,410,782
阜阳,朝阳,787,866
阜阳,成都,1137,914
阜阳,赤峰,1079,907
阜阳,达州,806,869
阜阳,大理,1709,967
阜阳,大连,849,876
阜阳,大庆,1711,967
阜阳,大同,1648,962
阜阳,丹东,1105,910
阜阳,稻城,1552,955
阜阳,敦煌,2097,994
阜阳,鄂尔多斯,928,888
阜阳,十堰,470,799
阜阳,石河子,2860,1034
阜阳,福州,834,874
阜阳,抚远,2276,1004
阜阳,赣州,789,867
阜阳,广元,937,889
阜阳,广州,1115,912
阜阳,贵阳,1121,912
阜阳,桂林,1006,898
阜阳,哈尔滨,1704,967
阜阳,哈密,2216,1001
阜阳,海口,1532,953
阜阳,海拉尔,1854,978
阜阳,杭州,509,810
阜阳,合肥,179,674
阜阳,呼和浩特,955,892
阜阳,惠州,1097,910
阜阳,淮安,332,754
阜阳,和田,3283,1052
阜阳,黄山,361,765
阜阳,揭阳,1041,903
阜阳,晋江,946,890
阜阳,井冈山,715,854
阜阳,景德镇,420,785
阜阳,佳木斯,1972,986
阜阳,九寨沟,1107,911
阜阳,建三江,2137,996
阜阳,库尔勒,2820,1032
阜阳,克拉玛依,2972,1039
阜阳,昆明,1543,954
阜阳,喀什,3615,1065
阜阳,兰州,1153,916
阜阳,丽江,1643,962
阜阳,林芝,1981,986
阜阳,柳州,1138,914
阜阳,六盘水,1269,928
阜阳,泸州,1084,908
阜阳,临汾,529,815
阜阳,拉萨,2369,1010
阜阳,满洲里,1851,978
阜阳,茅台,227,705
阜阳,牡丹江,1761,971
阜阳,绵阳,1056,905
阜阳,南昌,468,799
阜阳,南京,292,737
阜阳,南宁,1343,936
阜阳,南通,484,803
阜阳,宁波,641,840
阜阳,攀枝花,1529,953
阜阳,齐齐哈尔,1747,970
阜阳,青岛,549,820
阜阳,三亚,1745,970
阜阳,石家庄,584,828
阜阳,松原,1565,956
阜阳,上海,564,823
阜阳,深圳,1164,917
阜阳,沈阳,1196,921
阜阳,台州,713,854
阜阳,太原,628,837
阜阳,天津,705,852
阜阳,通化,1327,934
阜阳,通辽,1318,933
阜阳,吐鲁番,2559,1020
阜阳,万州,740,858
阜阳,威海,767,863
阜阳,温州,717,854
阜阳,乌鲁木齐,2728,1028
阜阳,无锡,446,793
阜阳,乌海,1102,910
阜阳,武汉,294,738
阜阳,乌兰浩特,1563,956
阜阳,乌兰察布,934,889
阜阳,西安,1386,940
阜阳,西昌,1427,944
阜阳,西宁,1347,936
阜阳,锡林浩特,1243,926
阜阳,厦门,961,892
阜阳,徐州,198,687
阜阳,烟台,716,854
阜阳,延吉,1641,962
阜阳,盐城,406,780
阜阳,扬州,342,758
阜阳,伊宁,3221,1050
阜阳,宜宾,1161,917
阜阳,宜昌,489,805
阜阳,义乌,568,824
阜阳,银川,1067,906
阜阳,榆林,811,870
阜阳,运城,503,808
阜阳,湛江,1402,941
阜阳,张家界,659,843
阜阳,郑州,287,735
阜阳,重庆,958,892
阜阳,珠海,1204,922
阜阳,遵义,1030,901
赣州,阿坝,1407,942
赣州,阿克苏,3506,1061
赣州,巴彦淖尔,1798,974
赣州,包头,1711,967
赣州,北海,765,863
赣州,北京,1571,956
赣州,博鳌,865,879
赣州,长春,2215,1001
赣州,长沙,326,752
赣州,长治,1164,917
赣州,常州,821,872
赣州,朝阳,1576,957
赣州,成都,1191,920
赣州,赤峰,1865,979
赣州,达州,940,889
赣州,大理,1473,948
赣州,大连,1584,957
赣州,大庆,2473,1015
赣州,大同,2410,1012
赣州,丹东,1811,975
赣州,稻城,1484,949
赣州,敦煌,2510,1017
赣州,鄂尔多斯,1619,960
赣州,十堰,854,877
赣州,石河子,3306,1053
赣州,福州,439,790
赣州,抚远,2980,1039
赣州,阜阳,789,867
赣州,广元,1148,915
赣州,广州,344,759
赣州,贵阳,824,872
赣州,桂林,473,800
赣州,哈尔滨,2448,1014
赣州,哈密,2678,1026
赣州,海口,800,868
赣州,海拉尔,2642,1024
赣州,杭州,713,854
赣州,合肥,707,852
赣州,呼和浩特,1693,966
赣州,惠州,308,744
赣州,淮安,952,891
赣州,和田,3525,1061
赣州,黄山,581,827
赣州,揭阳,294,738
赣州,晋江,384,773
赣州,井冈山,119,621
赣州,景德镇,443,792
赣州,佳木斯,2695,1026
赣州,九寨沟,1348,936
赣州,建三江,2846,1033
赣州,库尔勒,3201,1049
赣州,克拉玛依,3431,1058
赣州,昆明,1229,924
赣州,喀什,3909,1075
赣州,兰州,1551,955
赣州,丽江,1468,947
赣州,林芝,1952,984
赣州,柳州,580,827
赣州,六盘水,1009,899
赣州,泸州,996,897
赣州,临汾,1185,920
赣州,拉萨,2378,1010
赣州,满洲里,2640,1024
赣州,茅台,1006,898
赣州,牡丹江,2465,1015
赣州,绵阳,1178,919
赣州,南昌,330,753
赣州,南京,785,866
赣州,南宁,752,860
赣州,南通,896,883
赣州,宁波,792,867
赣州,攀枝花,1320,934
赣州,齐齐哈尔,2519,1018
赣州,青岛,1252,927
赣州,三亚,1011,899
赣州,石家庄,1357,937
赣州,松原,2320,1007
赣州,上海,877,880
赣州,深圳,378,771
赣州,沈阳,1938,984
赣州,台州,715,854
赣州,太原,1357,937
赣州,天津,1493,950
赣州,通化,2034,990
赣州,通辽,2085,993
赣州,吐鲁番,2990,1040
赣州,万州,836,874
赣州,威海,1463,947
赣州,温州,618,835
赣州,乌鲁木齐,3174,1048
赣州,无锡,823,872
赣州,乌海,1713,967
赣州,武汉,530,815
赣州,乌兰浩特,2341,1008
赣州,乌兰察布,1695,966
赣州,西安,2119,995
赣州,西昌,1290,931
赣州,西宁,1731,969
赣州,锡林浩特,2030,990
赣州,厦门,352,762
赣州,徐州,961,892
赣州,烟台,1432,944
赣州,延吉,2324,1007
赣州,盐城,977,894
赣州,扬州,850,876
赣州,伊宁,3633,1065
赣州,宜宾,1068,906
赣州,宜昌,648,841
赣州,义乌,635,838
赣州,银川,1627,961
赣州,榆林,1465,947
赣州,运城,1089,909
赣州,湛江,690,849
赣州,张家界,570,824
赣州,郑州,998,897
赣州,重庆,923,887
赣州,珠海,422,785
赣州,遵义,820,872
广元,阿坝,343,758
广元,阿克苏,2366,1009
广元,巴彦淖尔,937,889
广元,包头,980,895
广元,北海,1262,928
广元,北京,1260,928
广元,博鳌,1550,954
广元,长春,2118,995
广元,长沙,832,874
广元,长治,789,867
广元,常州,1335,935
广元,朝阳,1271,929
广元,成都,256,720
广元,赤峰,1591,958
广元,达州,208,693
广元,大理,926,888
广元,大连,1594,958
广元,大庆,2266,1004
广元,大同,2211,1001
广元,丹东,1861,978
广元,稻城,670,845
广元,敦煌,1365,938
广元,鄂尔多斯,901,884
广元,十堰,467,799
广元,石河子,2161,998
广元,福州,1489,949
广元,抚远,2941,1038
广元,阜阳,937,889
广元,赣州,1148,915
广元,广州,1270,929
广元,贵阳,651,842
广元,桂林,907,885
广元,哈尔滨,2317,1007
广元,哈密,1543,954
广元,海口,1451,946
广元,海拉尔,2213,1001
广元,杭州,1387,940
广元,合肥,1080,908
广元,呼和浩特,1067,906
广元,惠州,1336,935
广元,淮安,1263,928
广元,和田,2414,1012
广元,黄山,1187,920
广元,揭阳,1431,944
广元,晋江,1508,951
广元,井冈山,1030,901
广元,景德镇,1138,914
广元,佳木斯,2616,1023
广元,九寨沟,201,689
广元,建三江,2800,1031
广元,库尔勒,2052,991
广元,克拉玛依,2288,1005
广元,昆明,875,880
广元,喀什,2780,1030
广元,兰州,442,791
广元,丽江,821,872
广元,林芝,1054,904
广元,柳州,968,893
广元,六盘水,657,843
广元,泸州,395,777
广元,临汾,664,844
广元,拉萨,1433,944
广元,满洲里,2133,996
广元,茅台,1060,905
广元,牡丹江,2457,1014
广元,绵阳,147,648
广元,南昌,1050,904
广元,南京,1218,923
广元,南宁,1098,910
广元,南通,1415,943
广元,宁波,1524,952
广元,攀枝花,761,862
广元,齐齐哈尔,2258,1003
广元,青岛,1397,941
广元,三亚,1620,960
广元,石家庄,1005,898
广元,松原,2160,998
广元,上海,1484,949
广元,深圳,1364,938
广元,沈阳,1871,979
广元,台州,1551,955
广元,太原,860,878
广元,天津,1267,928
广元,通化,2055,991
广元,通辽,1896,981
广元,吐鲁番,1844,977
广元,万州,312,746
广元,威海,1584,957
广元,温州,1510,951
广元,乌鲁木齐,2030,990
广元,无锡,1368,938
广元,乌海,810,870
广元,武汉,831,873
广元,乌兰浩特,2058,991
广元,乌兰察布,1153,916
广元,西安,2057,991
广元,西昌,620,835
广元,西宁,596,830
广元,锡林浩特,1573,956
广元,厦门,1489,949
广元,徐州,1074,907
广元,烟台,1518,952
广元,延吉,2379,1010
广元,盐城,1340,936
广元,扬州,1276,929
广元,伊宁,2485,1016
广元,宜宾,423,786
广元,宜昌,553,820
广元,义乌,1402,941
广元,银川,674,846
广元,榆林,740,858
广元,运城,559,822
广元,湛江,1322,934
广元,张家界,578,826
广元,郑州,769,863
广元,重庆,329,753
广元,珠海,1365,938
广元,遵义,537,817
广州,阿坝,1463,947
广州,阿克苏,3563,1063
广州,巴彦淖尔,2038,990
广州,包头,1975,986
广州,北海,467,799
广州,北京,1891,980
广州,博鳌,521,813
广州,长春,2558,1020
广州,长沙,567,824
广州,长治,1454,946
广州,常州,1165,917
广州,朝阳,1896,981
广州,成都,1242,926
广州,赤峰,2194,1000
广州,达州,1067,906
广州,大理,1355,937
广州,大连,1926,983
广州,大庆,2813,1032
广州,大同,2750,1029
广州,丹东,2156,997
广州,稻城,1446,945
广州,敦煌,2627,1023
广州,鄂尔多斯,1882,980
广州,十堰,1086,908
广州,石河子,3420,1057
广州,福州,690,849
广州,抚远,3325,1054
广州,阜阳,1115,912
广州,赣州,344,759
广州,广元,1270,929
广州,贵阳,771,864
广州,桂林,390,775
广州,哈尔滨,2791,1031
广州,哈密,2812,1032
广州,海口,461,797
广州,海拉尔,2968,1039
广州,杭州,1049,904
广州,合肥,1048,904
广州,呼和浩特,1975,986
广州,惠州,112,613
广州,淮安,1297,931
广州,和田,3544,1062
广州,黄山,925,887
广州,揭阳,317,748
广州,晋江,562,823
广州,井冈山,399,778
广州,景德镇,788,867
广州,佳木斯,3040,1042
广州,九寨沟,1457,946
广州,建三江,3190,1048
广州,库尔勒,3288,1052
广州,克拉玛依,3549,1062
广州,昆明,1096,909
广州,喀什,3945,1076
广州,兰州,1704,967
广州,丽江,1381,939
广州,林芝,1899,981
广州,柳州,417,784
广州,六盘水,936,889
广州,泸州,1014,899
广州,临汾,1453,946
广州,拉萨,2322,1007
广州,满洲里,2957,1038
广州,茅台,1337,935
广州,牡丹江,2810,1032
广州,绵阳,1260,928
广州,南昌,671,846
广州,南京,1130,913
广州,南宁,514,811
广州,南通,1237,925
广州,宁波,1114,912
广州,攀枝花,1230,924
广州,齐齐哈尔,2856,1034
广州,青岛,1596,958
广州,三亚,668,845
广州,石家庄,1664,964
广州,松原,2661,1025
广州,上海,1212,923
广州,深圳,97,594
广州,沈阳,2280,1005
广州,台州,1020,900
广州,太原,1643,962
广州,天津,1819,975
广州,通化,2379,1010
广州,通辽,2424,1013
广州,吐鲁番,3103,1045
广州,万州,973,894
广州,威海,1808,974
广州,温州,917,886
广州,乌鲁木齐,3291,1052
广州,无锡,1165,917
广州,乌海,1940,984
广州,武汉,835,874
广州,乌兰浩特,2676,1025
广州,乌兰察布,1990,987
广州,西安,2463,1015
广州,西昌,1240,925
广州,西宁,1866,979
广州,锡林浩特,2344,1008
广州,厦门,511,810
广州,徐州,1296,931
广州,烟台,1775,972
广州,延吉,2669,1025
广州,盐城,1322,934
广州,扬州,1194,921
广州,伊宁,3728,1069
广州,宜宾,1070,906
广州,宜昌,869,879
广州,义乌,962,892
广州,银川,1838,977
广州,榆林,1719,968
广州,运城,1343,936
广州,湛江,366,767
广州,张家界,724,856
广州,郑州,1294,931
广州,重庆,982,895
广州,珠海,99,597
广州,遵义,817,871
贵阳,阿坝,729,856
贵阳,阿克苏,2802,1031
贵阳,巴彦淖尔,1573,956
贵阳,包头,1585,957
贵阳,北海,623,836
贵阳,北京,1728,969
贵阳,博鳌,919,887
贵阳,长春,2545,1019
贵阳,长沙,643,840
贵阳,长治,1225,924
贵阳,常州,1408,942
贵阳,朝阳,1737,969
贵阳,成都,518,812
贵阳,赤峰,2066,992
贵阳,达州,515,811
贵阳,大理,655,843
贵阳,大连,1947,984
贵阳,大庆,2742,1029
贵阳,大同,2682,1026
贵阳,丹东,2213,1001
贵阳,稻城,677,847
贵阳,敦煌,1917,982
贵阳,鄂尔多斯,1497,950
贵阳,十堰,776,865
贵阳,石河子,2698,1027
贵阳,福州,1258,927
贵阳,抚远,3366,1055
贵阳,阜阳,1121,912
贵阳,赣州,824,872
贵阳,广元,651,842
贵阳,广州,771,864
贵阳,桂林,386,774
贵阳,哈尔滨,2765,1030
贵阳,哈密,2118,995
贵阳,海口,822,872
贵阳,海拉尔,2767,1030
贵阳,杭州,1380,939
贵阳,合肥,1178,919
贵阳,呼和浩特,1643,962
贵阳,惠州,869,879
贵阳,淮安,1433,944
贵阳,和田,2774,1030
贵阳,黄山,1182,919
贵阳,揭阳,1031,901
贵阳,晋江,1205,922
贵阳,井冈山,737,858
贵阳,景德镇,1070,906
贵阳,佳木斯,3050,1042
贵阳,九寨沟,790,867
贵阳,建三江,3224,1050
贵阳,库尔勒,2545,1019
贵阳,克拉玛依,2830,1033
贵阳,昆明,436,790
贵阳,喀什,3177,1048
贵阳,兰州,1084,908
贵阳,丽江,643,840
贵阳,林芝,1138,914
贵阳,柳州,373,769
贵阳,六盘水,184,677
贵阳,泸州,281,732
贵阳,临汾,1148,915
贵阳,拉萨,1564,956
贵阳,满洲里,2709,1027
贵阳,茅台,1328,934
贵阳,牡丹江,2857,1034
贵阳,绵阳,575,826
贵阳,南昌,932,888
贵阳,南京,1315,933
贵阳,南宁,454,795
贵阳,南通,1496,950
贵阳,宁波,1499,950
贵阳,攀枝花,495,806
贵阳,齐齐哈尔,2754,1029
贵阳,青岛,1668,964
贵阳,三亚,974,894
贵阳,石家庄,1465,947
贵阳,松原,2613,1022
贵阳,上海,1525,952
贵阳,深圳,867,879
贵阳,沈阳,2274,1004
贵阳,台州,1467,947
贵阳,太原,1366,938
贵阳,天津,1699,966
贵阳,通化,2428,1013
贵阳,通辽,2352,1009
贵阳,吐鲁番,2383,1010
贵阳,万州,483,803
贵阳,威海,1884,980
贵阳,温州,1388,940
贵阳,乌鲁木齐,2572,1020
贵阳,无锡,1429,944
贵阳,乌海,1451,946
贵阳,武汉,862,878
贵阳,乌兰浩特,2556,1020
贵阳,乌兰察布,1704,967
贵阳,西安,2467,1015
贵阳,西昌,474,800
贵阳,西宁,1206,922
贵阳,锡林浩特,2116,995
贵阳,厦门,1167,918
贵阳,徐州,1314,933
贵阳,烟台,1829,976
贵阳,延吉,2749,1029
贵阳,盐城,1494,950
贵阳,扬州,1386,940
贵阳,伊宁,2987,1040
贵阳,宜宾,313,747
贵阳,宜昌,639,839
贵阳,义乌,1344,936
贵阳,银川,1321,934
贵阳,榆林,1326,934
贵阳,运城,1020,900
贵阳,湛江,703,852
贵阳,张家界,463,797
贵阳,郑州,1120,912
贵阳,重庆,324,751
贵阳,珠海,846,876
贵阳,遵义,120,622
桂林,阿坝,1076,907
桂林,阿克苏,3173,1048
桂林,巴彦淖尔,1744,970
桂林,包头,1711,967
桂林,北海,437,790
桂林,北京,1728,969
桂林,博鳌,678,847
桂林,长春,2479,1016
桂林,长沙,424,786
桂林,长治,1246,926
桂林,常州,1193,920
桂林,朝阳,1734,969
桂林,成都,855,877
桂林,赤峰,2053,991
桂林,达州,714,854
桂林,大理,1008,899
桂林,大连,1855,978
桂林,大庆,2708,1027
桂林,大同,2646,1024
桂林,丹东,2107,994
桂林,稻城,1063,905
桂林,敦煌,2249,1003
桂林,鄂尔多斯,1618,960
桂林,十堰,821,872
桂林,石河子,3040,1042
桂林,福州,913,886
桂林,抚远,3281,1052
桂林,阜阳,1006,898
桂林,赣州,473,800
桂林,广元,907,885
桂林,广州,390,775
桂林,贵阳,386,774
桂林,哈尔滨,2708,1027
桂林,哈密,2439,1013
桂林,海口,582,827
桂林,海拉尔,2801,1031
桂林,杭州,1125,913
桂林,合肥,1004,898
桂林,呼和浩特,1735,969
桂林,惠州,483,803
桂林,淮安,1269,928
桂林,和田,3155,1047
桂林,黄山,949,891
桂林,揭阳,648,841
桂林,晋江,838,875
桂林,井冈山,415,783
桂林,景德镇,818,871
桂林,佳木斯,2978,1039
桂林,九寨沟,1085,908
桂林,建三江,3142,1046
桂林,库尔勒,2901,1036
桂林,克拉玛依,3169,1047
桂林,昆明,759,862
桂林,喀什,3555,1062
桂林,兰州,1348,936
桂林,丽江,1017,900
桂林,林芝,1523,952
桂林,柳州,133,635
桂林,六盘水,560,822
桂林,泸州,624,836
桂林,临汾,1211,922
桂林,拉萨,1948,984
桂林,满洲里,2768,1030
桂林,茅台,1232,925
桂林,牡丹江,2765,1030
桂林,绵阳,881,881
桂林,南昌,675,846
桂林,南京,1122,912
桂林,南宁,338,756
桂林,南通,1278,929
桂林,宁波,1227,924
桂林,攀枝花,866,879
桂林,齐齐哈尔,2737,1028
桂林,青岛,1544,954
桂林,三亚,782,866
桂林,石家庄,1477,948
桂林,松原,2566,1020
桂林,上海,1284,930
桂林,深圳,487,804
桂林,沈阳,2202,1000
桂林,台州,1170,918
桂林,太原,1420,943
桂林,天津,1674,964
桂林,通化,2330,1007
桂林,通辽,2314,1007
桂林,吐鲁番,2723,1028
桂林,万州,632,838
桂林,威海,1763,971
桂林,温州,1080,908
桂林,乌鲁木齐,2911,1036
桂林,无锡,1205,922
桂林,乌海,1635,961
桂林,武汉,712,853
桂林,乌兰浩特,2546,1019
桂林,乌兰察布,1772,972
桂林,西安,2392,1011
桂林,西昌,859,878
桂林,西宁,1500,950
桂林,锡林浩特,2158,998
桂林,厦门,795,868
桂林,徐州,1203,922
桂林,烟台,1718,968
桂林,延吉,2640,1024
桂林,盐城,1315,933
桂林,扬州,1194,921
桂林,伊宁,3342,1054
桂林,宜宾,680,847
桂林,宜昌,616,835
桂林,义乌,1067,906
桂林,银川,1520,952
桂林,榆林,1448,946
桂林,运城,1089,909
桂林,湛江,445,792
桂林,张家界,429,787
桂林,郑州,1104,910
桂林,重庆,601,831
桂林,珠海,473,800
桂林,遵义,428,787
哈尔滨,阿坝,2600,1022
哈尔滨,阿克苏,3694,1067
哈尔滨,巴彦淖尔,1648,962
哈尔滨,包头,1473,948
哈尔滨,北海,3136,1046
哈尔滨,北京,1057,905
哈尔滨,博鳌,3305,1053
哈尔滨,长春,233,708
哈尔滨,长沙,2292,1005
哈尔滨,长治,1552,955
哈尔滨,常州,1659,963
哈尔滨,朝阳,1047,903
哈尔滨,成都,2574,1020
哈尔滨,赤峰,728,856
哈尔滨,达州,2312,1006
哈尔滨,大理,3239,1050
哈尔滨,大连,864,879
哈尔滨,大庆,155,655
哈尔滨,大同,155,655
哈尔滨,丹东,655,843
哈尔滨,稻城,2980,1039
哈尔滨,敦煌,2686,1026
哈尔滨,鄂尔多斯,1508,951
哈尔滨,十堰,1992,987
哈尔滨,石河子,3160,1047
哈尔滨,福州,2288,1005
哈尔滨,抚远,627,837
哈尔滨,阜阳,1704,967
哈尔滨,赣州,2448,1014
哈尔滨,广元,2317,1007
哈尔滨,广州,2791,1031
哈尔滨,贵阳,2765,1030
哈尔滨,桂林,2708,1027
哈尔滨,哈密,2655,1024
哈尔滨,海口,3229,1050
哈尔滨,海拉尔,631,838
哈尔滨,杭州,1813,975
哈尔滨,合肥,1743,970
哈尔滨,呼和浩特,1329,934
哈尔滨,惠州,2751,1029
哈尔滨,淮安,1498,950
哈尔滨,和田,3951,1076
哈尔滨,黄山,1877,979
哈尔滨,揭阳,2638,1024
哈尔滨,晋江,2449,1014
哈尔滨,井冈山,2400,1011
哈尔滨,景德镇,2009,988
哈尔滨,佳木斯,301,741
哈尔滨,九寨沟,2376,1010
哈尔滨,建三江,489,805
哈尔滨,库尔勒,3284,1052
哈尔滨,克拉玛依,3216,1049
哈尔滨,昆明,3140,1046
哈尔滨,喀什,4129,1082
哈尔滨,兰州,2190,999
哈尔滨,丽江,3138,1046
哈尔滨,林芝,3284,1052
哈尔滨,柳州,2840,1033
哈尔滨,六盘水,2875,1035
哈尔滨,泸州,2637,1024
哈尔滨,临汾,1659,963
哈尔滨,拉萨,3561,1063
哈尔滨,满洲里,794,868
哈尔滨,茅台,1477,948
哈尔滨,牡丹江,266,725
哈尔滨,绵阳,2465,1015
哈尔滨,南昌,2120,995
哈尔滨,南京,1668,964
哈尔滨,南宁,3044,1042
哈尔滨,南通,1608,959
哈尔滨,宁波,1821,975
哈尔滨,攀枝花,3067,1043
哈尔滨,齐齐哈尔,268,726
哈尔滨,青岛,1196,921
哈尔滨,三亚,3443,1058
哈尔滨,石家庄,1318,933
哈尔滨,松原,158,658
哈尔滨,上海,1675,965
哈尔滨,深圳,2824,1032
哈尔滨,沈阳,511,810
哈尔滨,台州,1956,985
哈尔滨,太原,1457,946
哈尔滨,天津,1068,906
哈尔滨,通化,452,794
哈尔滨,通辽,421,785
哈尔滨,吐鲁番,2971,1039
哈尔滨,万州,2300,1006
哈尔滨,威海,991,896
哈尔滨,温州,2044,990
哈尔滨,乌鲁木齐,3060,1043
哈尔滨,无锡,1671,964
哈尔滨,乌海,1749,970
哈尔滨,武汉,1999,988
哈尔滨,乌兰浩特,355,763
哈尔滨,乌兰察布,1213,923
哈尔滨,西安,332,754
哈尔滨,西昌,2933,1037
哈尔滨,西宁,2303,1006
哈尔滨,锡林浩特,848,876
哈尔滨,厦门,2487,1016
哈尔滨,徐州,1509,951
哈尔滨,烟台,1017,900
哈尔滨,延吉,375,770
哈尔滨,盐城,1485,949
哈尔滨,扬州,1610,959
哈尔滨,伊宁,3530,1061
哈尔滨,宜宾,2697,1026
哈尔滨,宜昌,2135,996
哈尔滨,义乌,1919,982
哈尔滨,银川,1862,978
哈尔滨,榆林,1621,960
哈尔滨,运城,1777,972
哈尔滨,湛江,3102,1045
哈尔滨,张家界,2328,1007
哈尔滨,郑州,1644,962
哈尔滨,重庆,2514,1017
哈尔滨,珠海,2871,1035
哈尔滨,遵义,2654,1024
哈密,阿坝,1391,940
哈密,阿克苏,1055,904
哈密,巴彦淖尔,1167,918
哈密,包头,1369,938
哈密,北海,2738,1028
哈密,北京,1927,983
哈密,博鳌,3036,1042
哈密,长春,2569,1020
哈密,长沙,2352,1009
哈密,长治,1814,975
哈密,常州,2610,1022
哈密,朝阳,1937,983
哈密,成都,1600,959
哈密,赤峰,2080,993
哈密,达州,1750,970
哈密,大理,1949,984
哈密,大连,2386,1011
哈密,大庆,2525,1018
哈密,大同,2502,1017
哈密,丹东,2573,1020
哈密,稻城,1626,961
哈密,敦煌,223,702
哈密,鄂尔多斯,1405,942
哈密,十堰,1861,978
哈密,石河子,643,840
哈密,福州,2965,1039
哈密,抚远,3218,1049
哈密,阜阳,2216,1001
哈密,赣州,2678,1026
哈密,广元,1543,954
哈密,广州,2812,1032
哈密,贵阳,2118,995
哈密,桂林,2439,1013
哈密,哈尔滨,2655,1024
哈密,海口,2939,1038
哈密,海拉尔,2181,999
哈密,杭州,2726,1028
哈密,合肥,2395,1011
哈密,呼和浩特,1514,951
哈密,惠州,2880,1035
哈密,淮安,2452,1014
哈密,和田,1297,931
哈密,黄山,2562,1020
哈密,揭阳,2967,1039
哈密,晋江,3015,1041
哈密,井冈山,2559,1020
哈密,景德镇,2564,1020
哈密,佳木斯,2925,1037
哈密,九寨沟,1355,937
哈密,建三江,3102,1045
哈密,库尔勒,649,841
哈密,克拉玛依,759,862
哈密,昆明,2099,994
哈密,喀什,1501,950
哈密,兰州,1127,913
哈密,丽江,1824,976
哈密,林芝,1479,948
哈密,柳州,2479,1016
哈密,六盘水,2031,990
哈密,泸州,1838,977
哈密,临汾,1695,966
哈密,拉萨,1426,944
哈密,满洲里,2013,988
哈密,茅台,2196,1000
哈密,牡丹江,2898,1036
哈密,绵阳,1559,955
哈密,南昌,2517,1018
哈密,南京,2498,1017
哈密,南宁,2567,1020
哈密,南通,2665,1025
哈密,宁波,2856,1034
哈密,攀枝花,1903,981
哈密,齐齐哈尔,2448,1014
哈密,青岛,2403,1011
