ORIGIN,TERMINAL,DISTENCE,PRICE,TIME
赤峰,吐鲁番,2420,1012,5.38
赤峰,万州,1592,958,3.54
赤峰,威海,594,830,1.32
赤峰,温州,1597,958,3.55
赤峰,乌鲁木齐,2538,1019,5.64
赤峰,无锡,1198,921,2.66
赤峰,乌海,1055,904,2.34
赤峰,武汉,1366,938,3.04
赤峰,乌兰浩特,493,806,1.1
赤峰,乌兰察布,503,808,1.12
赤峰,西安,514,811,1.14
赤峰,西昌,2209,1001,4.91
赤峰,西宁,1598,958,3.55
赤峰,锡林浩特,300,741,0.67
赤峰,厦门,1981,986,4.4
赤峰,徐州,905,885,2.01
赤峰,烟台,566,824,1.26
赤峰,延吉,865,879,1.92
赤峰,盐城,997,897,2.22
赤峰,扬州,1100,910,2.44
赤峰,伊宁,3032,1042,6.74
赤峰,宜宾,1978,986,4.4
赤峰,宜昌,1453,946,3.23
赤峰,义乌,1448,946,3.22
赤峰,银川,1155,916,2.57
赤峰,榆林,897,883,1.99
赤峰,运城,1059,905,2.35
赤峰,湛江,2472,1015,5.49
赤峰,张家界,1649,963,3.66
赤峰,郑州,955,892,2.12
赤峰,重庆,1800,974,4.0
赤峰,珠海,2283,1005,5.07
赤峰,遵义,1952,984,4.34
达州,阿坝,504,808,1.12
达州,阿克苏,2571,1020,5.71
达州,巴彦淖尔,1062,905,2.36
达州,包头,1069,906,2.38
达州,北海,1095,909,2.43
达州,北京,1258,927,2.8
达州,博鳌,1374,939,3.05
达州,长春,2102,994,4.67
达州,长沙,625,836,1.39
达州,长治,760,862,1.69
达州,常州,1184,919,2.63
达州,朝阳,1268,928,2.82
达州,成都,332,754,0.74
达州,赤峰,1595,958,3.54
达州,大理,939,889,2.09
达州,大连,1541,954,3.42
达州,大庆,2275,1004,5.06
达州,大同,2217,1001,4.93
达州,丹东,1811,975,4.02
达州,稻城,747,860,1.66
达州,敦煌,1573,956,3.5
达州,鄂尔多斯,982,895,2.18
达州,十堰,349,761,0.78
达州,石河子,2370,1010,5.27
达州,福州,1289,931,2.86
达州,抚远,2928,1037,6.51
达州,阜阳,806,869,1.79
达州,赣州,940,889,2.09
达州,广元,208,693,0.46
达州,广州,1067,906,2.37
达州,贵阳,515,811,1.14
达州,桂林,714,854,1.59
达州,哈尔滨,2312,1006,5.14
达州,哈密,1750,970,3.89
达州,海口,1276,929,2.84
达州,海拉尔,2266,1004,5.04
达州,杭州,1220,923,2.71
达州,合肥,930,888,2.07
达州,呼和浩特,1132,914,2.52
达州,惠州,1130,913,2.51
达州,淮安,1138,914,2.53
达州,和田,2611,1022,5.8
达州,黄山,1016,900,2.26
达州,揭阳,1222,924,2.72
达州,晋江泉州,1302,932,2.89
达州,井冈山,821,872,1.82
达州,景德镇,954,891,2.12
达州,佳木斯,2606,1022,5.79
达州,九寨沟,408,781,0.91
达州,建三江,2786,1031,6.19
达州,库尔勒,2261,1004,5.02
达州,克拉玛依,2496,1016,5.55
达州,昆明,830,873,1.84
达州,喀什,2982,1040,6.63
达州,兰州,637,839,1.42
达州,丽江,854,877,1.9
达州,林芝,1178,919,2.62
达州,柳州,788,867,1.75
达州,六盘水,574,825,1.28
达州,泸州,324,751,0.72
达州,临汾,659,843,1.46
达州,拉萨,1578,957,3.51
达州,满洲里,2201,1000,4.89
达州,茅台,963,893,2.14
达州,牡丹江,2431,1013,5.4
达州,绵阳,266,725,0.59
达州,南昌,856,877,1.9
达州,南京,1071,906,2.38
达州,南宁,938,889,2.08
达州,南通,1269,928,2.82
达州,宁波,1355,937,3.01
达州,攀枝花,761,862,1.69
达州,齐齐哈尔,2277,1004,5.06
达州,青岛,1309,933,2.91
达州,三亚,1455,946,3.23
达州,石家庄,994,897,2.21
达州,松原,2157,997,4.79
达州,上海,1329,934,2.95
达州,深圳,1160,917,2.58
达州,沈阳,1843,977,4.1
达州,台州,1372,939,3.05
达州,太原,874,880,1.94
达州,天津,1246,926,2.77
达州,通化,2015,989,4.48
达州,通辽,1893,980,4.21
达州,吐鲁番,2053,991,4.56
达州,万州,103,602,0.23
达州,威海,1510,951,3.36
达州,温州,1323,934,2.94
达州,乌鲁木齐,2239,1002,4.98
达州,无锡,1215,923,2.7
达州,乌海,943,890,2.1
达州,武汉,654,842,1.45
达州,乌兰浩特,2078,993,4.62
达州,乌兰察布,1200,921,2.67
达州,西安,2033,990,4.52
达州,西昌,639,839,1.42
达州,西宁,801,869,1.78
达州,锡林浩特,1618,960,3.6
达州,厦门,1282,930,2.85
达州,徐州,967,893,2.15
达州,烟台,1447,946,3.22
达州,延吉,2340,1008,5.2
达州,盐城,1212,923,2.69
达州,扬州,1134,914,2.52
达州,伊宁,2694,1026,5.99
达州,宜宾,387,774,0.86
达州,宜昌,367,767,0.82
达州,义乌,1225,924,2.72
达州,银川,818,871,1.82
达州,榆林,812,870,1.8
达州,运城,536,816,1.19
达州,湛江,1143,915,2.54
达州,张家界,369,768,0.82
达州,郑州,695,850,1.54
达州,重庆,207,693,0.46
达州,珠海,1163,917,2.58
达州,遵义,394,776,0.88
大理,阿坝,717,854,1.59
大理,阿克苏,2401,1011,5.34
大理,巴彦淖尔,1803,974,4.01
大理,包头,1885,980,4.19
大理,北海,1021,900,2.27
大理,北京,2181,999,4.85
大理,博鳌,1288,930,2.86
大理,长春,3035,1042,6.74
大理,长沙,1294,931,2.88
大理,长治,1693,966,3.76
大理,常州,2038,990,4.53
大理,朝阳,2191,999,4.87
大理,成都,670,845,1.49
大理,赤峰,2515,1017,5.59
大理,达州,939,889,2.09
大理,大连,2480,1016,5.51
大理,大庆,3192,1048,7.09
大理,大同,3136,1046,6.97
大理,丹东,2750,1029,6.11
大理,稻城,341,758,0.76
大理,敦煌,1727,969,3.84
大理,鄂尔多斯,1814,975,4.03
大理,十堰,1283,930,2.85
大理,石河子,2431,1013,5.4
大理,福州,1910,982,4.24
大理,抚远,3860,1073,8.58
大理,阜阳,1709,967,3.8
大理,赣州,1473,948,3.27
大理,广元,926,888,2.06
大理,广州,1355,937,3.01
大理,贵阳,655,843,1.46
大理,桂林,1008,899,2.24
大理,哈尔滨,3239,1050,7.2
大理,哈密,1949,984,4.33
大理,海口,1212,923,2.69
大理,海拉尔,3131,1046,6.96
大理,杭州,2025,989,4.5
大理,合肥,1796,974,3.99
大理,呼和浩特,1986,987,4.41
大理,惠州,1464,947,3.25
大理,淮安,2036,990,4.52
大理,和田,2301,1006,5.11
大理,黄山,1823,976,4.05
大理,揭阳,1649,963,3.66
大理,晋江泉州,1846,977,4.1
大理,井冈山,1391,940,3.09
大理,景德镇,1719,968,3.82
大理,佳木斯,3536,1062,7.86
大理,九寨沟,920,887,2.04
大理,建三江,3718,1068,8.26
大理,库尔勒,2222,1001,4.94
大理,克拉玛依,2564,1020,5.7
大理,昆明,260,722,0.58
大理,喀什,2724,1028,6.05
大理,兰州,1203,922,2.67
大理,丽江,131,633,0.29
大理,林芝,604,832,1.34
大理,柳州,939,889,2.09
大理,六盘水,473,800,1.05
大理,泸州,627,837,1.39
大理,临汾,1580,957,3.51
大理,拉萨,999,897,2.22
大理,满洲里,3041,1042,6.76
大理,茅台,1890,980,4.2
大理,牡丹江,3367,1055,7.48
大理,绵阳,780,865,1.73
大理,南昌,1584,957,3.52
大理,南京,1937,983,4.3
大理,南宁,879,881,1.95
大理,南通,2126,996,4.72
大理,宁波,2148,997,4.77
大理,攀枝花,179,674,0.4
大理,齐齐哈尔,3184,1048,7.08
大理,青岛,2238,1002,4.97
大理,三亚,1265,928,2.81
大理,石家庄,1921,982,4.27
大理,松原,3082,1044,6.85
大理,上海,2164,998,4.81
大理,深圳,1443,945,3.21
大理,沈阳,2779,1030,6.18
大理,台州,2122,995,4.72
大理,太原,1784,973,3.96
大理,天津,2179,999,4.84
大理,通化,2954,1038,6.56
大理,通辽,2818,1032,6.26
大理,吐鲁番,2136,996,4.75
大理,万州,977,894,2.17
大理,威海,2444,1014,5.43
大理,温州,2044,990,4.54
大理,乌鲁木齐,2319,1007,5.15
大理,无锡,2062,992,4.58
大理,乌海,1672,964,3.72
大理,武汉,1483,949,3.3
大理,乌兰浩特,2985,1040,6.63
大理,乌兰察布,2077,993,4.62
大理,西安,2968,1039,6.6
大理,西昌,306,744,0.68
大理,西宁,1226,924,2.72
大理,锡林浩特,2497,1016,5.55
大理,厦门,1804,974,4.01
大理,徐州,1888,980,4.2
大理,烟台,2383,1010,5.3
大理,延吉,3278,1052,7.28
大理,盐城,2104,994,4.68
大理,扬州,2007,988,4.46
大理,伊宁,2657,1025,5.9
大理,宜宾,554,821,1.23
大理,宜昌,1221,923,2.71
大理,义乌,1995,987,4.43
大理,银川,1530,953,3.4
大理,榆林,1660,963,3.69
大理,运城,1464,947,3.25
大理,湛江,1145,915,2.54
大理,张家界,1081,908,2.4
大理,郑州,1634,961,3.63
大理,重庆,754,861,1.68
大理,珠海,1407,942,3.13
大理,遵义,702,852,1.56
大连,阿坝,1916,982,4.26
大连,阿克苏,3435,1058,7.63
大连,巴彦淖尔,1224,924,2.72
大连,包头,1020,900,2.27
大连,北海,2277,1004,5.06
大连,北京,459,796,1.02
大连,博鳌,2440,1013,5.42
大连,长春,631,838,1.4
大连,长沙,1434,944,3.19
大连,长治,806,869,1.79
大连,常州,811,870,1.8
大连,朝阳,449,793,1.0
大连,成都,1840,977,4.09
大连,赤峰,434,789,0.96
大连,达州,1541,954,3.42
大连,大理,2480,1016,5.51
大连,大庆,895,883,1.99
大连,大同,831,873,1.85
大连,丹东,269,727,0.6
大连,稻城,2263,1004,5.03
大连,敦煌,2344,1008,5.21
大连,鄂尔多斯,1000,898,2.22
大连,十堰,1198,921,2.66
大连,石河子,2989,1040,6.64
大连,福州,1450,946,3.22
大连,抚远,1427,944,3.17
大连,阜阳,849,876,1.89
大连,赣州,1584,957,3.52
大连,广元,1594,958,3.54
大连,广州,1926,983,4.28
大连,贵阳,1947,984,4.33
大连,桂林,1855,978,4.12
大连,哈尔滨,864,879,1.92
大连,哈密,2386,1011,5.3
大连,海口,2365,1009,5.26
大连,海拉尔,1155,916,2.57
大连,杭州,974,894,2.16
大连,合肥,878,881,1.95
大连,呼和浩特,872,880,1.94
大连,惠州,1887,980,4.19
大连,淮安,636,839,1.41
大连,和田,3622,1065,8.05
大连,黄山,1016,900,2.26
大连,揭阳,1781,973,3.96
大连,晋江泉州,1606,959,3.57
大连,井冈山,1535,953,3.41
大连,景德镇,1146,915,2.55
大连,佳木斯,1123,913,2.5
大连,九寨沟,1701,967,3.78
大连,建三江,1287,930,2.86
大连,库尔勒,3035,1042,6.74
大连,克拉玛依,3077,1044,6.84
大连,昆明,2348,1008,5.22
大连,喀什,3883,1074,8.63
大连,兰州,1597,958,3.55
大连,丽江,2394,1011,5.32
大连,林芝,2631,1023,5.85
大连,柳州,1988,987,4.42
大连,六盘水,2076,992,4.61
大连,泸州,1857,978,4.13
大连,临汾,940,889,2.09
大连,拉萨,2967,1039,6.59
大连,满洲里,1215,923,2.7
大连,茅台,625,836,1.39
大连,牡丹江,912,886,2.03
大连,绵阳,1739,969,3.86
大连,南昌,1255,927,2.79
大连,南京,807,870,1.79
大连,南宁,2192,1000,4.87
大连,南通,773,864,1.72
大连,宁波,1007,898,2.24
大连,攀枝花,2302,1006,5.12
大连,齐齐哈尔,953,891,2.12
大连,青岛,333,755,0.74
大连,三亚,2579,1021,5.73
大连,石家庄,623,836,1.38
大连,松原,738,858,1.64
大连,上海,856,877,1.9
大连,深圳,1960,985,4.36
大连,沈阳,354,763,0.79
大连,台州,1143,915,2.54
大连,太原,796,868,1.77
大连,天津,379,771,0.84
大连,通化,481,802,1.07
大连,通辽,523,813,1.16
大连,吐鲁番,2734,1028,6.08
大连,万州,1509,951,3.35
大连,威海,163,662,0.36
大连,温州,1219,923,2.71
大连,乌鲁木齐,2869,1035,6.38
大连,无锡,828,873,1.84
大连,乌海,1271,929,2.82
大连,武汉,1142,915,2.54
大连,乌兰浩特,798,868,1.77
大连,乌兰察布,758,861,1.68
大连,西安,539,817,1.2
大连,西昌,2180,999,4.84
大连,西宁,1757,971,3.9
大连,锡林浩特,728,856,1.62
大连,厦门,1640,962,3.64
大连,徐州,651,842,1.45
大连,烟台,158,658,0.35
大连,延吉,803,869,1.78
大连,盐城,632,838,1.4
大连,扬州,753,861,1.67
大连,伊宁,3370,1055,7.49
大连,宜宾,1926,983,4.28
大连,宜昌,1307,932,2.9
大连,义乌,1081,908,2.4
大连,银川,1334,935,2.96
大连,榆林,1031,901,2.29
大连,运城,1034,902,2.3
大连,湛江,2239,1002,4.98
大连,张家界,1494,950,3.32
大连,郑州,846,876,1.88
大连,重庆,1731,969,3.85
大连,珠海,2006,988,4.46
大连,遵义,1844,977,4.1
大庆,阿坝,2537,1019,5.64
大庆,阿克苏,3559,1063,7.91
大庆,巴彦淖尔,1551,955,3.45
大庆,包头,1385,940,3.08
大庆,北海,3140,1046,6.98
大庆,北京,1017,900,2.26
大庆,博鳌,3321,1054,7.38
大庆,长春,300,741,0.67
大庆,长沙,2298,1006,5.11
大庆,长治,1520,952,3.38
大庆,常州,1703,967,3.78
大庆,朝阳,1007,898,2.24
大庆,成都,2523,1018,5.61
大庆,赤峰,679,847,1.51
大庆,达州,2275,1004,5.06
大庆,大理,3192,1048,7.09
大庆,大连,895,883,1.99
大庆,大同,63,538,0.14
大庆,丹东,721,855,1.6
大庆,稻城,2922,1037,6.49
大庆,敦煌,2565,1020,5.7
大庆,鄂尔多斯,1428,944,3.17
大庆,十堰,1966,985,4.37
大庆,石河子,3020,1041,6.71
大庆,福州,2339,1008,5.2
大庆,抚远,714,854,1.59
大庆,阜阳,1711,967,3.8
大庆,赣州,2473,1015,5.5
大庆,广元,2266,1004,5.04
大庆,广州,2813,1032,6.25
大庆,贵阳,2742,1029,6.09
大庆,桂林,2708,1027,6.02
大庆,哈尔滨,155,655,0.34
大庆,哈密,2525,1018,5.61
大庆,海口,3242,1050,7.2
大庆,海拉尔,475,801,1.06
大庆,杭州,1863,978,4.14
大庆,合肥,1766,971,3.92
大庆,呼和浩特,1248,926,2.77
大庆,惠州,2778,1030,6.17
大庆,淮安,1531,953,3.4
大庆,和田,3822,1072,8.49
大庆,黄山,1910,982,4.24
大庆,揭阳,2676,1025,5.95
大庆,晋江泉州,2498,1017,5.55
大庆,井冈山,2418,1012,5.37
大庆,景德镇,2039,990,4.53
大庆,佳木斯,401,779,0.89
大庆,九寨沟,2313,1007,5.14
大庆,建三江,585,828,1.3
大庆,库尔勒,3149,1047,7.0
大庆,克拉玛依,3072,1043,6.83
大庆,昆明,3105,1045,6.9
大庆,喀什,3992,1077,8.87
大庆,兰州,2111,995,4.69
大庆,丽江,3087,1044,6.86
大庆,林芝,3209,1049,7.13
大庆,柳州,2838,1033,6.31
大庆,六盘水,2844,1033,6.32
大庆,泸州,2599,1022,5.78
大庆,临汾,1617,960,3.59
大庆,拉萨,3472,1059,7.72
大庆,满洲里,638,839,1.42
大庆,茅台,1483,949,3.3
大庆,牡丹江,420,785,0.93
大庆,绵阳,2414,1012,5.36
大庆,南昌,2143,997,4.76
大庆,南京,1702,967,3.78
大庆,南宁,3040,1042,6.76
大庆,南通,1659,963,3.69
大庆,宁波,1881,980,4.18
大庆,攀枝花,3022,1041,6.72
大庆,齐齐哈尔,114,615,0.25
大庆,青岛,1228,924,2.73
大庆,三亚,3456,1059,7.68
大庆,石家庄,1281,930,2.85
大庆,松原,163,662,0.36
大庆,上海,1733,969,3.85
大庆,深圳,2850,1034,6.33
大庆,沈阳,547,819,1.22
大庆,台州,2017,989,4.48
大庆,太原,1407,942,3.13
大庆,天津,1043,903,2.32
大庆,通化,545,819,1.21
大庆,通辽,394,776,0.88
大庆,吐鲁番,2837,1033,6.3
大庆,万州,2270,1004,5.04
大庆,威海,1036,902,2.3
大庆,温州,2101,994,4.67
大庆,乌鲁木齐,2922,1037,6.49
大庆,无锡,1718,968,3.82
大庆,乌海,1658,963,3.68
大庆,武汉,2004,988,4.45
大庆,乌兰浩特,231,707,0.51
大庆,乌兰察布,1137,914,2.53
大庆,西安,401,779,0.89
大庆,西昌,2886,1035,6.41
大庆,西宁,2215,1001,4.92
大庆,锡林浩特,748,860,1.66
大庆,厦门,2534,1018,5.63
大庆,徐州,1520,952,3.38
大庆,烟台,1052,904,2.34
大庆,延吉,526,814,1.17
大庆,盐城,1526,952,3.39
大庆,扬州,1647,962,3.66
大庆,伊宁,3387,1056,7.53
大庆,宜宾,2657,1025,5.9
大庆,宜昌,2121,995,4.71
大庆,义乌,1970,986,4.38
大庆,银川,1778,972,3.95
大庆,榆林,1553,955,3.45
大庆,运城,1739,969,3.86
大庆,湛江,3113,1045,6.92
大庆,张家界,2316,1007,5.15
大庆,郑州,1625,961,3.61
大庆,重庆,2480,1016,5.51
大庆,珠海,2896,1036,6.44
大庆,遵义,2629,1023,5.84
大同,阿坝,2485,1016,5.52
大同,阿克苏,3540,1062,7.87
大同,巴彦淖尔,1510,951,3.36
大同,包头,1340,936,2.98
大同,北海,3078,1044,6.84
大同,北京,959,892,2.13
大同,博鳌,3258,1051,7.24
大同,长春,246,715,0.55
大同,长沙,2235,1002,4.97
大同,长治,1461,947,3.25
大同,常州,1640,962,3.64
大同,朝阳,949,891,2.11
大同,成都,2468,1015,5.48
大同,赤峰,622,836,1.38
大同,达州,2217,1001,4.93
大同,大理,3136,1046,6.97
大同,大连,831,873,1.85
大同,大庆,63,538,0.14
大同,丹东,661,844,1.47
大同,稻城,2869,1035,6.38
大同,敦煌,2536,1018,5.64
大同,鄂尔多斯,1381,939,3.07
大同,十堰,1906,981,4.24
大同,石河子,3005,1041,6.68
大同,福州,2276,1004,5.06
大同,抚远,755,861,1.68
大同,阜阳,1648,962,3.66
大同,赣州,2410,1012,5.36
大同,广元,2211,1001,4.91
大同,广州,2750,1029,6.11
大同,贵阳,2682,1026,5.96
大同,桂林,2646,1024,5.88
大同,哈尔滨,155,655,0.34
大同,哈密,2502,1017,5.56
大同,海口,3179,1048,7.06
大同,海拉尔,498,807,1.11
大同,杭州,1800,974,4.0
大同,合肥,1702,967,3.78
大同,呼和浩特,1201,921,2.67
大同,惠州,2715,1027,6.03
大同,淮安,1467,947,3.26
大同,和田,3798,1071,8.44
大同,黄山,1847,977,4.1
大同,揭阳,2613,1022,5.81
大同,晋江泉州,2435,1013,5.41
大同,井冈山,2354,1009,5.23
大同,景德镇,1975,986,4.39
大同,佳木斯,435,789,0.97
大同,九寨沟,2261,1004,5.02
大同,建三江,622,836,1.38
大同,库尔勒,3129,1046,6.95
大同,克拉玛依,3061,1043,6.8
大同,昆明,3047,1042,6.77
大同,喀什,3975,1077,8.83
大同,兰州,2064,992,4.59
大同,丽江,3032,1042,6.74
大同,林芝,3161,1047,7.02
大同,柳州,2776,1030,6.17
大同,六盘水,2785,1031,6.19
大同,泸州,2542,1019,5.65
大同,临汾,1559,955,3.46
大同,拉萨,3428,1058,7.62
大同,满洲里,652,842,1.45
大同,茅台,1420,943,3.16
大同,牡丹江,417,784,0.93
大同,绵阳,2359,1009,5.24
大同,南昌,2080,993,4.62
大同,南京,1638,962,3.64
大同,南宁,2978,1039,6.62
大同,南通,1596,958,3.55
大同,宁波,1819,975,4.04
大同,攀枝花,2966,1039,6.59
大同,齐齐哈尔,152,653,0.34
大同,青岛,1165,917,2.59
大同,三亚,3393,1056,7.54
大同,石家庄,1223,924,2.72
大同,松原,104,603,0.23
大同,上海,1671,964,3.71
大同,深圳,2787,1031,6.19
大同,沈阳,484,803,1.08
大同,台州,1955,985,4.34
大同,太原,1352,937,3.0
大同,天津,983,895,2.18
大同,通化,492,805,1.09
大同,通辽,332,754,0.74
大同,吐鲁番,2817,1032,6.26
大同,万州,2211,1001,4.91
大同,威海,973,894,2.16
大同,温州,2039,990,4.53
大同,乌鲁木齐,2905,1036,6.46
大同,无锡,1655,963,3.68
大同,乌海,1614,960,3.59
大同,武汉,1941,984,4.31
大同,乌兰浩特,201,689,0.45
大同,乌兰察布,1087,908,2.42
大同,西安,344,759,0.76
大同,西昌,2830,1033,6.29
大同,西宁,2171,998,4.82
大同,锡林浩特,707,852,1.57
大同,厦门,2471,1015,5.49
大同,徐州,1457,946,3.24
大同,烟台,989,896,2.2
大同,延吉,504,808,1.12
大同,盐城,1463,947,3.25
大同,扬州,1584,957,3.52
大同,伊宁,3375,1056,7.5
大同,宜宾,2600,1022,5.78
大同,宜昌,2060,991,4.58
大同,义乌,1907,981,4.24
大同,银川,1732,969,3.85
大同,榆林,1502,950,3.34
大同,运城,1681,965,3.74
大同,湛江,3050,1042,6.78
大同,张家界,2254,1003,5.01
大同,郑州,1564,956,3.48
大同,重庆,2422,1013,5.38
大同,珠海,2832,1033,6.29
大同,遵义,2569,1020,5.71
丹东,阿坝,2180,999,4.84
丹东,阿克苏,3628,1065,8.06
丹东,巴彦淖尔,1430,944,3.18
丹东,包头,1227,924,2.73
丹东,北海,2524,1018,5.61
丹东,北京,676,847,1.5
丹东,博鳌,2674,1025,5.94
丹东,长春,426,787,0.95
丹东,长沙,1684,965,3.74
丹东,长治,1072,907,2.38
丹东,常州,1008,899,2.24
丹东,朝阳,665,844,1.48
丹东,成都,2109,995,4.69
丹东,赤峰,512,810,1.14
丹东,达州,1811,975,4.02
丹东,大理,2750,1029,6.11
丹东,大连,269,727,0.6
丹东,大庆,721,855,1.6
丹东,大同,661,844,1.47
丹东,稻城,2531,1018,5.62
丹东,敦煌,2548,1019,5.66
丹东,鄂尔多斯,1221,923,2.71
丹东,十堰,1467,947,3.26
丹东,石河子,3158,1047,7.02
丹东,福州,1633,961,3.63
丹东,抚远,1175,918,2.61
丹东,阜阳,1105,910,2.46
丹东,赣州,1811,975,4.02
丹东,广元,1861,978,4.14
丹东,广州,2156,997,4.79
丹东,贵阳,2213,1001,4.92
丹东,桂林,2107,994,4.68
丹东,哈尔滨,655,843,1.46
丹东,哈密,2573,1020,5.72
丹东,海口,2602,1022,5.78
丹东,海拉尔,1072,907,2.38
丹东,杭州,1159,917,2.58
丹东,合肥,1115,912,2.48
丹东,呼和浩特,1074,907,2.39
丹东,惠州,2109,995,4.69
丹东,淮安,859,878,1.91
丹东,和田,3832,1072,8.52
丹东,黄山,1233,925,2.74
丹东,揭阳,1988,987,4.42
丹东,晋江泉州,1795,974,3.99
丹东,井冈山,1772,972,3.94
丹东,景德镇,1368,938,3.04
丹东,佳木斯,884,881,1.96
丹东,九寨沟,1964,985,4.36
丹东,建三江,1037,902,2.3
丹东,库尔勒,3223,1050,7.16
丹东,克拉玛依,3238,1050,7.2
丹东,昆明,2616,1023,5.81
丹东,喀什,4075,1080,9.06
丹东,兰州,1846,977,4.1
丹东,丽江,2663,1025,5.92
丹东,林芝,2893,1036,6.43
丹东,柳州,2241,1002,4.98
丹东,六盘水,2344,1008,5.21
丹东,泸州,2127,996,4.73
丹东,临汾,1204,922,2.68
丹东,拉萨,3223,1050,7.16
丹东,满洲里,1168,918,2.6
丹东,茅台,886,882,1.97
丹东,牡丹江,658,843,1.46
丹东,绵阳,2006,988,4.46
丹东,南昌,1487,949,3.3
丹东,南京,1026,901,2.28
丹东,南宁,2446,1014,5.44
丹东,南通,954,891,2.12
丹东,宁波,1166,917,2.59
丹东,攀枝花,2571,1020,5.71
丹东,齐齐哈尔,803,869,1.78
丹东,青岛,565,823,1.26
丹东,三亚,2816,1032,6.26
丹东,石家庄,877,880,1.95
丹东,松原,558,822,1.24
丹东,上海,1020,900,2.27
丹东,深圳,2182,999,4.85
丹东,沈阳,201,689,0.45
丹东,台州,1301,932,2.89
丹东,太原,1047,903,2.33
丹东,天津,619,835,1.38
丹东,通化,223,702,0.5
丹东,通辽,425,786,0.94
丹东,吐鲁番,2917,1037,6.48
丹东,万州,1778,972,3.95
丹东,威海,348,760,0.77
丹东,温州,1389,940,3.09
丹东,乌鲁木齐,3041,1042,6.76
丹东,无锡,1018,900,2.26
丹东,乌海,1491,949,3.31
丹东,武汉,1395,941,3.1
丹东,乌兰浩特,690,849,1.53
丹东,乌兰察布,952,891,2.12
丹东,西安,324,751,0.72
丹东,西昌,2449,1014,5.44
丹东,西宁,1999,988,4.44
丹东,锡林浩特,806,869,1.79
丹东,厦门,1833,976,4.07
丹东,徐州,907,885,2.02
丹东,烟台,389,775,0.86
丹东,延吉,536,816,1.19
丹东,盐城,837,874,1.86
丹东,扬州,964,893,2.14
丹东,伊宁,3538,1062,7.86
丹东,宜宾,2196,1000,4.88
丹东,宜昌,1573,956,3.5
丹东,义乌,1264,928,2.81
丹东,银川,1567,956,3.48
丹东,榆林,1272,929,2.83
丹东,运城,1302,932,2.89
丹东,湛江,2480,1016,5.51
丹东,张家界,1757,971,3.9
丹东,郑州,1115,912,2.48
丹东,重庆,2000,988,4.44
丹东,珠海,2231,1002,4.96
丹东,遵义,2111,995,4.69
稻城,阿坝,396,777,0.88
稻城,阿克苏,2164,998,4.81
稻城,巴彦淖尔,1484,949,3.3
稻城,包头,1582,957,3.52
稻城,北海,1204,922,2.68
稻城,北京,1926,983,4.28
稻城,博鳌,1495,950,3.32
稻城,长春,2785,1031,6.19
稻城,长沙,1243,926,2.76
稻城,长治,1459,947,3.24
稻城,常州,1919,982,4.26
稻城,朝阳,1937,983,4.3
稻城,成都,424,786,0.94
稻城,赤峰,2252,1003,5.0
稻城,达州,747,860,1.66
稻城,大理,341,758,0.76
稻城,大连,2263,1004,5.03
稻城,大庆,2922,1037,6.49
稻城,大同,2869,1035,6.38
稻城,丹东,2531,1018,5.62
稻城,敦煌,1407,942,3.13
稻城,鄂尔多斯,1517,952,3.37
稻城,十堰,1094,909,2.43
稻城,石河子,2138,996,4.75
稻城,福州,1903,981,4.23
稻城,抚远,3606,1064,8.01
稻城,阜阳,1552,955,3.45
稻城,赣州,1484,949,3.3
稻城,广元,670,845,1.49
稻城,广州,1446,945,3.21
稻城,贵阳,677,847,1.5
稻城,桂林,1063,905,2.36
稻城,哈尔滨,2980,1039,6.62
稻城,哈密,1626,961,3.61
稻城,海口,1407,942,3.13
稻城,海拉尔,2831,1033,6.29
稻城,杭州,1935,983,4.3
稻城,合肥,1667,964,3.7
稻城,呼和浩特,1694,966,3.76
稻城,惠州,1546,954,3.44
稻城,淮安,1885,980,4.19
稻城,和田,2109,995,4.69
稻城,黄山,1729,969,3.84
稻城,揭阳,1707,967,3.79
稻城,晋江泉州,1868,979,4.15
稻城,井冈山,1384,940,3.08
稻城,景德镇,1644,962,3.65
稻城,佳木斯,3280,1052,7.29
稻城,九寨沟,614,834,1.36
稻城,建三江,3465,1059,7.7
稻城,库尔勒,1948,984,4.33
稻城,克拉玛依,2271,1004,5.05
稻城,昆明,479,802,1.06
稻城,喀什,2520,1018,5.6
稻城,兰州,877,880,1.95
稻城,丽江,210,695,0.47
稻城,林芝,468,799,1.04
稻城,柳州,1035,902,2.3
稻城,六盘水,512,810,1.14
稻城,泸州,504,808,1.12
稻城,临汾,1334,935,2.96
稻城,拉萨,893,883,1.98
稻城,满洲里,2733,1028,6.07
稻城,茅台,1707,967,3.79
稻城,牡丹江,3125,1046,6.94
稻城,绵阳,524,813,1.16
稻城,南昌,1522,952,3.38
稻城,南京,1810,975,4.02
稻城,南宁,1041,903,2.31
稻城,南通,2006,988,4.46
稻城,宁波,2066,992,4.59
稻城,攀枝花,281,732,0.62
稻城,齐齐哈尔,2907,1036,6.46
稻城,青岛,2051,991,4.56
稻城,三亚,1500,950,3.33
稻城,石家庄,1674,964,3.72
稻城,松原,2822,1032,6.27
稻城,上海,2058,991,4.57
稻城,深圳,1541,954,3.42
稻城,沈阳,2540,1019,5.64
稻城,台州,2062,992,4.58
稻城,太原,1524,952,3.39
稻城,天津,1937,983,4.3
稻城,通化,2725,1028,6.06
稻城,通辽,2560,1020,5.69
